weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,text.started,wth_key_resp_3.started,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,17.069067700067535,space,0.8040853999555111,,,999,2022-10-07_22h48.29.865,Main,2022.2.4,59.960665866659184,
,,,,,,,,,,,19.904506199993193,20.32134720007889,,,,,,
