weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,text.started,wth_key_resp_3.started,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,16.884206800023094,space,1.4051242000423372,,,999,2022-10-07_22h45.47.788,Main,2022.2.4,59.898424217911405,
,,,,,,,,,,,20.319981700042263,21.77046739985235,,,,,,
