weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,stimulus_interval,wth_resp,wth_rt,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,5,",n,",3.0901014000010036,,,,,,
