weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,text.started,wth_key_resp_3.started,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,16.73078120010905,space,7.963536100229248,,,999,2022-10-07_22h02.16.110,Main,2022.2.4,144.14185895348254,
,,,,,,,,,,,26.703613199992105,27.48147840006277,,,,,,
